subject,body,sender,label
"IRS Tax Refund - Claim Your $3,240 Refund","Dear Taxpayer,

You are eligible for a $3,240.00 tax refund.

Claim: http://irs-refund-claim.com/submit

Provide SSN, bank account details, tax ID.

You have 48 hours. After this, your refund will be forfeited.

Internal Revenue Service",refunds@irs.gov.refund-claim.ml,1
Important: Your PayPal subscription is expiring,"Dear Customer,

We have detected a problem with your PayPal account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://paypal-claim-reward.click/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

PayPal Security Team",security@paypal-claim-reward.click,1
Your build passed on branch main,"Build #105 on main passed all checks.

View: https://github.com/org/repo/actions/runs/105",noreply@github.com,0
Your Chase account has been suspended,"Dear Customer,

We have detected a problem with your Chase account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://chase-secure-update.ml/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

Chase Security Team",security@chase-secure-update.ml,1
WINNER! You have been selected,"Congratulations! You have been randomly selected as today's winner!

You have won: $10,000 Amazon Gift Card + iPhone 15 Pro!

Claim: http://free-winner-claim.click/prize

ACT NOW - Only 2 hours remaining!

Send full name, address, and phone number.

Prize Department",winner@prize-claim-now.xyz,1
Congratulations! You won a DHL gift card,"Dear Customer,

We have detected a problem with your DHL account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://dhl-login-verify.net/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

DHL Security Team",security@dhl-login-verify.net,1
Invoice #INV-20241105 from Vercel,"Hi,

Invoice INV-20241105 is ready.

Plan: Pro
Amount: $20.00
Period: Nov 1-30, 2024

View invoice: https://vercel.com/account/billing

Vercel Billing",billing@vercel.com,0
AWS Budget alert: 86% used,"Your AWS budget ""Monthly Budget"" has reached 86%.

View: https://console.aws.amazon.com/billing/",no-reply@sns.amazonaws.com,0
Weekly report for mysite.com,"Weekly report for mysite.com:
Sessions: 4442
Users: 5991
Bounce rate: 49%

View: https://analytics.google.com",analytics-noreply@google.com,0
You have new messages in #general,"You have 4990 unread messages in #general.

Open Slack: https://app.slack.com",notifications@slack.com,0
Your build passed on branch main,"Build #5036 on main passed all checks.

View: https://github.com/org/repo/actions/runs/5036",noreply@github.com,0
AWS Budget alert: 69% used,"Your AWS budget ""Monthly Budget"" has reached 69%.

View: https://console.aws.amazon.com/billing/",no-reply@sns.amazonaws.com,0
Final notice: PayPal account closure,"Dear Customer,

We have detected a problem with your PayPal account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://paypal-login-verify.net/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

PayPal Security Team",security@paypal-login-verify.net,1
AWS Budget alert: 80% used,"Your AWS budget ""Monthly Budget"" has reached 80%.

View: https://console.aws.amazon.com/billing/",no-reply@sns.amazonaws.com,0
Payment received: $322.01,"You received $322.01 from Frank Lee.

Dashboard: https://dashboard.stripe.com",no-reply@stripe.com,0
You have new messages in #backend,"You have 1874 unread messages in #backend.

Open Slack: https://app.slack.com",notifications@slack.com,0
PROJ-1234 updated by Bob,"Bob updated PROJ-1234: status changed to In Review.

View: https://company.atlassian.net/browse/PROJ-1234",jira@atlassian.com,0
You have new messages in #releases,"You have 3547 unread messages in #releases.

Open Slack: https://app.slack.com",notifications@slack.com,0
You have new messages in #frontend,"You have 7803 unread messages in #frontend.

Open Slack: https://app.slack.com",notifications@slack.com,0
Action required: DHL billing issue,"Dear Customer,

We have detected a problem with your DHL account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://dhl-urgent-action.xyz/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

DHL Security Team",security@dhl-urgent-action.xyz,1
Action required: Bank of America billing issue,"Dear Customer,

We have detected a problem with your Bank of America account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://bank-of-america-login-verify.net/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

Bank of America Security Team",security@bank-of-america-login-verify.net,1
Stripe: New payment received,"You received a new payment.

Amount: $149.00
Customer: John Smith
Product: Annual Pro Plan

View dashboard: https://dashboard.stripe.com/payments

Stripe",no-reply@stripe.com,0
You have new messages in #dev,"You have 1482 unread messages in #dev.

Open Slack: https://app.slack.com",notifications@slack.com,0
Your DHL password needs to be updated immediately,"Dear Customer,

We have detected a problem with your DHL account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://dhl-secure-update.ml/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

DHL Security Team",security@dhl-secure-update.ml,1
FRONT-321 updated by Alice,"Alice updated FRONT-321: status changed to In Review.

View: https://company.atlassian.net/browse/FRONT-321",jira@atlassian.com,0
Security alert: Unusual activity on your Chase account,"Dear Customer,

We have detected a problem with your Chase account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://chase-urgent-action.xyz/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

Chase Security Team",security@chase-urgent-action.xyz,1
Apple: Your receipt from the App Store,"Thank you for your purchase!

Date: Nov 28, 2024
Order ID: MYYQP5VKWN

Items:
- Procreate (iPad App) $12.99

If you did not make this purchase, visit:
https://reportaproblem.apple.com

Apple",no_reply@email.apple.com,0
Your PayPal account is limited,"Hello,

Your PayPal account has been limited due to unusual activity.

Restore access: http://paypal-verify-account.ml/login

Required: SSN, credit card details, bank account number.

Act now to avoid permanent suspension.

PayPal Security",no-reply@paypal-secure-verify.net,1
DocuSign: Please sign the document,"Hi,

You have a document to sign.

From: HR Department
Document: Employment Contract 2025
Expires: Dec 31, 2024

Sign: https://www.docusign.net/signing/

Do NOT share the link.

DocuSign",dse_NA4@docusign.net,0
Congratulations! You won a DHL gift card,"Dear Customer,

We have detected a problem with your DHL account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://dhl-claim-reward.click/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

DHL Security Team",security@dhl-claim-reward.click,1
Your Amazon account has been suspended,"Dear Customer,

We have detected a problem with your Amazon account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://amazon-secure-update.ml/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

Amazon Security Team",security@amazon-secure-update.ml,1
Python Weekly Newsletter #287,"Python Weekly — Issue #287

HIGHLIGHTS:

1. Python 3.12 Performance: 25% speed improvement
https://docs.python.org/3.12/whatsnew/

2. FastAPI 0.104 released
3. Pydantic v2 migration guide

Happy coding!
Python Weekly",newsletter@pythonweekly.com,0
Weekly report for mysite.com,"Weekly report for mysite.com:
Sessions: 48642
Users: 26223
Bounce rate: 56%

View: https://analytics.google.com",analytics-noreply@google.com,0
Your Google account has been suspended,"Dear Customer,

We have detected a problem with your Google account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://google-verify-now.xyz/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

Google Security Team",security@google-verify-now.xyz,1
Coursera: Assignment graded,"Hi Learner,

Your Week 3 assignment has been graded.

Course: Machine Learning Specialization
Assignment: Linear Regression Implementation
Score: 95/100

View feedback: https://www.coursera.org/learn/machine-learning

Coursera",no-reply@coursera.org,0
Payment received: $346.47,"You received $346.47 from Alice Lee.

Dashboard: https://dashboard.stripe.com",no-reply@stripe.com,0
Payment received: $560.53,"You received $560.53 from Carol Jones.

Dashboard: https://dashboard.stripe.com",no-reply@stripe.com,0
FedEx: Confirm delivery address,"Your FedEx package could not be delivered.

Please confirm your delivery address and pay $1.99 storage fee:
http://fedex-confirm-address.net/update

Package will be returned if not claimed within 48 hours.

FedEx Customer Support",delivery@fedex-delivery-update.ml,1
Your Amazon account has been suspended,"Dear Customer,

We have detected a problem with your Amazon account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://amazon-verify-now.xyz/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

Amazon Security Team",security@amazon-verify-now.xyz,1
Your build passed on branch main,"Build #6738 on main passed all checks.

View: https://github.com/org/repo/actions/runs/6738",noreply@github.com,0
Action required: Coinbase billing issue,"Dear Customer,

We have detected a problem with your Coinbase account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://coinbase-account-alert.tk/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

Coinbase Security Team",security@coinbase-account-alert.tk,1
PROJ-1234 updated by Carol,"Carol updated PROJ-1234: status changed to In Review.

View: https://company.atlassian.net/browse/PROJ-1234",jira@atlassian.com,0
Congratulations! You won a USPS gift card,"Dear Customer,

We have detected a problem with your USPS account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://usps-verify-now.xyz/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

USPS Security Team",security@usps-verify-now.xyz,1
ENG-567 updated by Bob,"Bob updated ENG-567: status changed to In Review.

View: https://company.atlassian.net/browse/ENG-567",jira@atlassian.com,0
Your build passed on branch feature/auth,"Build #5102 on feature/auth passed all checks.

View: https://github.com/org/repo/actions/runs/5102",noreply@github.com,0
Spotify: Your playlist was liked,"Hi,

'Chill Study Beats' was liked by 5 people this week!

View your playlist: https://open.spotify.com/playlist/abc123

Spotify",no-reply@spotify.com,0
Google Calendar: Reminder - Team standup,"Reminder: 'Daily Standup' in 30 minutes.

Time: 9:00 AM – 9:15 AM
Location: Google Meet

Join: https://meet.google.com/xyz-uvwx-rst

Google Calendar",calendar-notification@google.com,0
URGENT: Verify your Coinbase account,"Dear Customer,

We have detected a problem with your Coinbase account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://coinbase-account-alert.tk/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

Coinbase Security Team",security@coinbase-account-alert.tk,1
Final notice: DHL account closure,"Dear Customer,

We have detected a problem with your DHL account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://dhl-account-alert.tk/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

DHL Security Team",security@dhl-account-alert.tk,1
AWS Budget alert: 74% used,"Your AWS budget ""Monthly Budget"" has reached 74%.

View: https://console.aws.amazon.com/billing/",no-reply@sns.amazonaws.com,0
Congratulations! You won a Bank of America gift card,"Dear Customer,

We have detected a problem with your Bank of America account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://bank-of-america-claim-reward.click/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

Bank of America Security Team",security@bank-of-america-claim-reward.click,1
URGENT: Verify your Bank of America account,"Dear Customer,

We have detected a problem with your Bank of America account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://bank-of-america-account-alert.tk/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

Bank of America Security Team",security@bank-of-america-account-alert.tk,1
Dropbox: Monthly storage report,"Hi,

Your monthly Dropbox storage report.

Used: 12.4 GB of 2 TB (0.6%)
Files synced: 3,456
Shared folders: 8

Manage storage: https://www.dropbox.com/account/plan

Dropbox",no-reply@dropbox.com,0
Heroku: Deployment successful,"Your app 'my-flask-app' was deployed successfully.

Release: v45
Branch: main
Build time: 42s

View: https://my-flask-app.herokuapp.com
Logs: https://dashboard.heroku.com/apps/my-flask-app/logs

Heroku",notification@heroku.com,0
Payment received: $1683.07,"You received $1683.07 from Carol Jones.

Dashboard: https://dashboard.stripe.com",no-reply@stripe.com,0
PROJ-1234 updated by Bob,"Bob updated PROJ-1234: status changed to In Review.

View: https://company.atlassian.net/browse/PROJ-1234",jira@atlassian.com,0
Your LinkedIn application was reviewed,"A recruiter has reviewed your application and wants to interview you.

View your offer: http://linkedin-job-offer.ml/view

Login with your LinkedIn credentials to see the full offer.

LinkedIn Jobs",jobs@linkedin-career-notify.xyz,1
Final notice: Apple account closure,"Dear Customer,

We have detected a problem with your Apple account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://apple-urgent-action.xyz/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

Apple Security Team",security@apple-urgent-action.xyz,1
You have new messages in #frontend,"You have 5299 unread messages in #frontend.

Open Slack: https://app.slack.com",notifications@slack.com,0
Your Chase password needs to be updated immediately,"Dear Customer,

We have detected a problem with your Chase account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://chase-verify-now.xyz/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

Chase Security Team",security@chase-verify-now.xyz,1
PROJ-1234 updated by Dave,"Dave updated PROJ-1234: status changed to In Review.

View: https://company.atlassian.net/browse/PROJ-1234",jira@atlassian.com,0
You have new messages in #dev,"You have 5903 unread messages in #dev.

Open Slack: https://app.slack.com",notifications@slack.com,0
Payment received: $230.82,"You received $230.82 from Carol Jones.

Dashboard: https://dashboard.stripe.com",no-reply@stripe.com,0
Congratulations! You won a Facebook gift card,"Dear Customer,

We have detected a problem with your Facebook account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://facebook-claim-reward.click/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

Facebook Security Team",security@facebook-claim-reward.click,1
Your Google account has been suspended,"Dear Customer,

We have detected a problem with your Google account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://google-claim-reward.click/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

Google Security Team",security@google-claim-reward.click,1
Security alert: Unusual activity on your Chase account,"Dear Customer,

We have detected a problem with your Chase account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://chase-login-verify.net/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

Chase Security Team",security@chase-login-verify.net,1
URGENT: Verify your USPS account,"Dear Customer,

We have detected a problem with your USPS account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://usps-urgent-action.xyz/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

USPS Security Team",security@usps-urgent-action.xyz,1
Final notice: Facebook account closure,"Dear Customer,

We have detected a problem with your Facebook account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://facebook-verify-now.xyz/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

Facebook Security Team",security@facebook-verify-now.xyz,1
You have new messages in #backend,"You have 6634 unread messages in #backend.

Open Slack: https://app.slack.com",notifications@slack.com,0
Your Apple password needs to be updated immediately,"Dear Customer,

We have detected a problem with your Apple account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://apple-verify-now.xyz/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

Apple Security Team",security@apple-verify-now.xyz,1
You have new messages in #releases,"You have 3679 unread messages in #releases.

Open Slack: https://app.slack.com",notifications@slack.com,0
"Job offer: Work from home $5,000/week","Congratulations! You've been selected for a remote work opportunity.

Earn $5,000/week working from home.

Apply now: http://job-work-from-home-5000.xyz/apply

No experience required. Start immediately.

HR Department",hr@work-from-home-jobs.tk,1
URGENT: Verify your Apple account,"Dear Customer,

We have detected a problem with your Apple account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://apple-account-alert.tk/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

Apple Security Team",security@apple-account-alert.tk,1
Your Bank of America password needs to be updated immediately,"Dear Customer,

We have detected a problem with your Bank of America account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://bank-of-america-urgent-action.xyz/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

Bank of America Security Team",security@bank-of-america-urgent-action.xyz,1
Action required: DHL billing issue,"Dear Customer,

We have detected a problem with your DHL account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://dhl-urgent-action.xyz/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

DHL Security Team",security@dhl-urgent-action.xyz,1
PROJ-1234 updated by Carol,"Carol updated PROJ-1234: status changed to In Review.

View: https://company.atlassian.net/browse/PROJ-1234",jira@atlassian.com,0
Your Google account has been suspended,"Dear Customer,

We have detected a problem with your Google account. You must verify your identity within 24 hours to avoid suspension.

Click here: http://google-verify-now.xyz/verify

Provide your username, password, and credit card details.

Failure to comply will result in permanent account closure.

Google Security Team",security@google-verify-now.xyz,1
